File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(15) Permanent Snow and Ice,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid1256,aid1256,2018-01-01,,3.0,,,11.0,,,5.0,,,,,,5.0
LC_Type1_2018001_aid1257,aid1257,2018-01-01,,5.0,,,2.0,,,7.0,,,,,,1.0
LC_Type1_2018001_aid1258,aid1258,2018-01-01,,,,,6.0,,,11.0,,,,,,6.0
LC_Type1_2018001_aid1259,aid1259,2018-01-01,,,,,3.0,,,6.0,,,,,,3.0
LC_Type1_2018001_aid1260,aid1260,2018-01-01,,,,,6.0,,3.0,1.0,,,,,,2.0
LC_Type1_2018001_aid1261,aid1261,2018-01-01,,,,,9.0,,1.0,1.0,,,,,,
LC_Type1_2018001_aid1262,aid1262,2018-01-01,,,,,9.0,,,1.0,,,,,,
LC_Type1_2018001_aid1263,aid1263,2018-01-01,,1.0,,,5.0,,,9.0,,,,,,2.0
LC_Type1_2018001_aid1264,aid1264,2018-01-01,,,,,7.0,,1.0,6.0,,,,,,2.0
LC_Type1_2018001_aid1265,aid1265,2018-01-01,,,,,18.0,,13.0,,,,,,,
LC_Type1_2018001_aid1266,aid1266,2018-01-01,,,,,57.0,,8.0,3.0,,,,,,1.0
LC_Type1_2018001_aid1267,aid1267,2018-01-01,,1.0,,,36.0,,15.0,6.0,,,,,,3.0
LC_Type1_2018001_aid1268,aid1268,2018-01-01,,,,,8.0,,16.0,,,,,,,
LC_Type1_2018001_aid1269,aid1269,2018-01-01,,,,,15.0,,4.0,9.0,,,,,,6.0
LC_Type1_2018001_aid1270,aid1270,2018-01-01,,,,,3.0,,3.0,4.0,,,,,,2.0
LC_Type1_2018001_aid1271,aid1271,2018-01-01,,,,,19.0,,7.0,6.0,,,,,,1.0
LC_Type1_2018001_aid1272,aid1272,2018-01-01,,,,,17.0,,15.0,,,,,,,
LC_Type1_2018001_aid1273,aid1273,2018-01-01,,,,,1.0,,9.0,3.0,,,,,,
LC_Type1_2018001_aid1274,aid1274,2018-01-01,,,,,42.0,,11.0,5.0,,,,,,3.0
LC_Type1_2018001_aid1275,aid1275,2018-01-01,,,,,29.0,,12.0,2.0,,,,,,1.0
LC_Type1_2018001_aid1276,aid1276,2018-01-01,,2.0,,,35.0,,9.0,2.0,,,,,,2.0
LC_Type1_2018001_aid1277,aid1277,2018-01-01,,12.0,,1.0,1.0,,,6.0,,,,1.0,,7.0
LC_Type1_2018001_aid1278,aid1278,2018-01-01,,10.0,,,,,,6.0,,,,,,4.0
LC_Type1_2018001_aid1279,aid1279,2018-01-01,,11.0,,,1.0,,,6.0,,,,,,1.0
LC_Type1_2018001_aid1280,aid1280,2018-01-01,,5.0,,,5.0,,,1.0,,,,,,
LC_Type1_2018001_aid1281,aid1281,2018-01-01,,7.0,,,,,,4.0,,,,,,3.0
LC_Type1_2018001_aid1282,aid1282,2018-01-01,,11.0,,,,,,7.0,,,,,,1.0
LC_Type1_2018001_aid1283,aid1283,2018-01-01,,7.0,,,1.0,,,2.0,,,,,,3.0
LC_Type1_2018001_aid1284,aid1284,2018-01-01,,10.0,,,,,,2.0,,,,,,2.0
LC_Type1_2018001_aid1285,aid1285,2018-01-01,,2.0,,,,,,6.0,,,,,,
LC_Type1_2018001_aid1286,aid1286,2018-01-01,,8.0,,,1.0,,,4.0,,,,,,
LC_Type1_2018001_aid1287,aid1287,2018-01-01,,17.0,,,7.0,,,1.0,,,,,,
LC_Type1_2018001_aid1288,aid1288,2018-01-01,,6.0,,,,,,3.0,,,,,,
LC_Type1_2018001_aid1289,aid1289,2018-01-01,,9.0,,,,,,3.0,,,,,,3.0
LC_Type1_2018001_aid1290,aid1290,2018-01-01,,14.0,,,3.0,,,4.0,,,,,,2.0
LC_Type1_2018001_aid1291,aid1291,2018-01-01,,6.0,,,3.0,,,4.0,,,,,,
LC_Type1_2018001_aid1292,aid1292,2018-01-01,,13.0,,,1.0,,,,,,,,,
LC_Type1_2018001_aid1293,aid1293,2018-01-01,,8.0,,,1.0,,,2.0,,,,,,7.0
LC_Type1_2018001_aid1294,aid1294,2018-01-01,,11.0,,,7.0,,,,,,,,,
LC_Type1_2018001_aid1295,aid1295,2018-01-01,,31.0,,,8.0,,2.0,1.0,,1.0,,,,2.0
LC_Type1_2018001_aid1296,aid1296,2018-01-01,,147.0,,,1.0,,,8.0,,,,,,4.0
LC_Type1_2018001_aid1297,aid1297,2018-01-01,,62.0,,,1.0,,,5.0,,,,,,3.0
LC_Type1_2018001_aid1298,aid1298,2018-01-01,,63.0,,,2.0,,7.0,8.0,,,,,,4.0
LC_Type1_2018001_aid1299,aid1299,2018-01-01,,171.0,,,10.0,,12.0,15.0,,,,,,9.0
LC_Type1_2018001_aid1300,aid1300,2018-01-01,,16.0,,,4.0,,2.0,6.0,,,,,,1.0
LC_Type1_2018001_aid1301,aid1301,2018-01-01,,19.0,,,1.0,,,,,,,,,
LC_Type1_2018001_aid1302,aid1302,2018-01-01,,23.0,,,1.0,,,,,,,,,
LC_Type1_2018001_aid1303,aid1303,2018-01-01,,206.0,,,7.0,,,,,,,,,
LC_Type1_2018001_aid1304,aid1304,2018-01-01,,40.0,,,,,,13.0,,,,,,6.0
LC_Type1_2018001_aid1305,aid1305,2018-01-01,,7.0,,,,,1.0,1.0,,2.0,,,,1.0
LC_Type1_2018001_aid1306,aid1306,2018-01-01,,35.0,,,3.0,,,2.0,,1.0,,,,2.0
LC_Type1_2018001_aid1307,aid1307,2018-01-01,,10.0,,,,,2.0,7.0,,,,,,1.0
LC_Type1_2018001_aid1308,aid1308,2018-01-01,,32.0,,,19.0,2.0,4.0,6.0,,,,,,5.0
LC_Type1_2018001_aid1309,aid1309,2018-01-01,,9.0,,,8.0,,,,,,,,,4.0
LC_Type1_2018001_aid1310,aid1310,2018-01-01,,,,,3.0,,,6.0,,,,,,1.0
LC_Type1_2018001_aid1311,aid1311,2018-01-01,,,,,4.0,,4.0,1.0,,,,,,3.0
LC_Type1_2018001_aid1312,aid1312,2018-01-01,,,,,6.0,,4.0,2.0,,,,,,2.0
LC_Type1_2018001_aid1313,aid1313,2018-01-01,,,,,,,,4.0,,,,,,2.0
LC_Type1_2018001_aid1314,aid1314,2018-01-01,,,,,9.0,,,3.0,,,,,,
LC_Type1_2018001_aid1315,aid1315,2018-01-01,,,,,4.0,,,5.0,,,,,,4.0
LC_Type1_2018001_aid1316,aid1316,2018-01-01,,,,,14.0,,2.0,,,,,,,
LC_Type1_2018001_aid1317,aid1317,2018-01-01,,,,,9.0,,,6.0,,,,,,1.0
LC_Type1_2018001_aid1318,aid1318,2018-01-01,,,,,16.0,,16.0,5.0,,,,,,
LC_Type1_2018001_aid1319,aid1319,2018-01-01,,,,,6.0,,2.0,5.0,,,,,,2.0
LC_Type1_2018001_aid1320,aid1320,2018-01-01,,,,,36.0,,6.0,,,,,,,
LC_Type1_2018001_aid1321,aid1321,2018-01-01,,6.0,,,30.0,1.0,18.0,5.0,,,,,,10.0
LC_Type1_2018001_aid1322,aid1322,2018-01-01,,,,,21.0,1.0,9.0,4.0,,,,,,3.0
LC_Type1_2018001_aid1323,aid1323,2018-01-01,,,,,28.0,,10.0,5.0,,,,,,5.0
LC_Type1_2018001_aid1324,aid1324,2018-01-01,,1.0,,,5.0,2.0,4.0,16.0,,,,,,15.0
LC_Type1_2018001_aid1325,aid1325,2018-01-01,,,,,48.0,3.0,48.0,1.0,,,,,,
LC_Type1_2018001_aid1326,aid1326,2018-01-01,,,,,10.0,1.0,13.0,,,,,,,3.0
LC_Type1_2018001_aid1327,aid1327,2018-01-01,,,,,13.0,,15.0,6.0,,,,,,5.0
LC_Type1_2018001_aid1328,aid1328,2018-01-01,,2.0,,,27.0,1.0,5.0,1.0,,,,,,2.0
LC_Type1_2018001_aid1329,aid1329,2018-01-01,,,,,53.0,,11.0,,,,,,,
LC_Type1_2018001_aid1330,aid1330,2018-01-01,,,,,30.0,,12.0,,,,,,,
LC_Type1_2018001_aid1331,aid1331,2018-01-01,,2.0,,,26.0,,2.0,2.0,,,,,,8.0
LC_Type1_2018001_aid1332,aid1332,2018-01-01,,,,,27.0,1.0,38.0,,,,,,,
LC_Type1_2018001_aid1333,aid1333,2018-01-01,,,,,22.0,,20.0,1.0,1.0,,,,,1.0
LC_Type1_2018001_aid1334,aid1334,2018-01-01,,,,,12.0,,24.0,1.0,1.0,,,,,2.0
LC_Type1_2018001_aid1335,aid1335,2018-01-01,,,,,9.0,1.0,7.0,,,,,,,3.0
LC_Type1_2018001_aid1336,aid1336,2018-01-01,,31.0,,,,,,3.0,,,,,,2.0
LC_Type1_2018001_aid1337,aid1337,2018-01-01,,33.0,,,,,,3.0,,,,,,5.0
LC_Type1_2018001_aid1338,aid1338,2018-01-01,,9.0,,,1.0,,2.0,4.0,,,,,,4.0
LC_Type1_2018001_aid1339,aid1339,2018-01-01,,34.0,,,5.0,,1.0,,,,,,,
LC_Type1_2018001_aid1340,aid1340,2018-01-01,,33.0,,,2.0,,,8.0,,,,,,3.0
LC_Type1_2018001_aid1341,aid1341,2018-01-01,,124.0,,,27.0,2.0,22.0,,,,,,,
LC_Type1_2018001_aid1342,aid1342,2018-01-01,,2.0,,,,,3.0,3.0,,,,,,2.0
LC_Type1_2018001_aid1343,aid1343,2018-01-01,,151.0,,,3.0,,,11.0,,,,,,3.0
LC_Type1_2018001_aid1344,aid1344,2018-01-01,,3.0,,,19.0,2.0,7.0,9.0,,,,,,7.0
LC_Type1_2018001_aid1345,aid1345,2018-01-01,,,,,38.0,4.0,5.0,,,,,,,
LC_Type1_2018001_aid1346,aid1346,2018-01-01,,,,,33.0,,12.0,,,,,,,
LC_Type1_2018001_aid1347,aid1347,2018-01-01,,,,,21.0,,8.0,,,2.0,1.0,,,
LC_Type1_2018001_aid1348,aid1348,2018-01-01,,,,,4.0,,5.0,,,,,,,1.0
LC_Type1_2018001_aid1349,aid1349,2018-01-01,,1.0,,,13.0,1.0,,5.0,,4.0,,,,3.0
LC_Type1_2018001_aid1350,aid1350,2018-01-01,,,,,30.0,,,6.0,,,,,,7.0
LC_Type1_2018001_aid1351,aid1351,2018-01-01,,,,,5.0,3.0,8.0,,1.0,1.0,1.0,,,
LC_Type1_2018001_aid1352,aid1352,2018-01-01,,,,,15.0,,11.0,1.0,,,,,,1.0
LC_Type1_2018001_aid1353,aid1353,2018-01-01,,,,,33.0,,10.0,2.0,,,,,,5.0
LC_Type1_2018001_aid1354,aid1354,2018-01-01,,,,,,1.0,,,,1.0,,,,
LC_Type1_2018001_aid1355,aid1355,2018-01-01,,,,,,1.0,,,,2.0,,,,
LC_Type1_2018001_aid1356,aid1356,2018-01-01,,,,,1.0,2.0,,,,,,,,1.0
LC_Type1_2018001_aid1357,aid1357,2018-01-01,,,,,30.0,,1.0,,,,,,,
LC_Type1_2018001_aid1358,aid1358,2018-01-01,,,,,14.0,,2.0,,,,,,,
LC_Type1_2018001_aid1359,aid1359,2018-01-01,,,,,40.0,,28.0,2.0,,,,,,4.0
LC_Type1_2018001_aid1360,aid1360,2018-01-01,,,,,71.0,,64.0,,,,,,,
LC_Type1_2018001_aid1361,aid1361,2018-01-01,,,,,13.0,1.0,11.0,,,,,,,1.0
LC_Type1_2018001_aid1362,aid1362,2018-01-01,,1.0,,,90.0,,8.0,,,,,,,
LC_Type1_2018001_aid1363,aid1363,2018-01-01,,2.0,,,77.0,4.0,3.0,,,,,,,
LC_Type1_2018001_aid1364,aid1364,2018-01-01,,6.0,,,63.0,1.0,3.0,,,,,,,
LC_Type1_2018001_aid1365,aid1365,2018-01-01,,,,,,,,,,1.0,,,,
LC_Type1_2018001_aid1366,aid1366,2018-01-01,,,,,26.0,,5.0,,,,,,,
LC_Type1_2018001_aid1367,aid1367,2018-01-01,,,,,25.0,,9.0,,,,,,,
LC_Type1_2018001_aid1368,aid1368,2018-01-01,,,,,9.0,1.0,7.0,,,1.0,1.0,,,
LC_Type1_2018001_aid1369,aid1369,2018-01-01,,,,,70.0,,37.0,1.0,,,,,,1.0
LC_Type1_2018001_aid1370,aid1370,2018-01-01,,13.0,,,6.0,,,1.0,,,,,,
LC_Type1_2018001_aid1371,aid1371,2018-01-01,,3.0,,,2.0,,,8.0,,,,,,2.0
LC_Type1_2018001_aid1372,aid1372,2018-01-01,,3.0,,,13.0,,3.0,5.0,,,,,,1.0
LC_Type1_2018001_aid1373,aid1373,2018-01-01,,7.0,,,8.0,,,2.0,,,,,,3.0
LC_Type1_2018001_aid1374,aid1374,2018-01-01,,16.0,,,8.0,,,1.0,,,,,,3.0
LC_Type1_2018001_aid1375,aid1375,2018-01-01,,1.0,,,8.0,,2.0,9.0,,,,,,3.0
LC_Type1_2018001_aid1376,aid1376,2018-01-01,,6.0,,,1.0,,,2.0,,,,,,5.0
LC_Type1_2018001_aid1377,aid1377,2018-01-01,,2.0,,,,,,14.0,,,,,,16.0
LC_Type1_2018001_aid1378,aid1378,2018-01-01,,15.0,,,5.0,,,2.0,,1.0,,,,3.0
LC_Type1_2018001_aid1379,aid1379,2018-01-01,,,,,1.0,,,,,2.0,,,,1.0
LC_Type1_2018001_aid1380,aid1380,2018-01-01,,,,,3.0,,,1.0,,1.0,,,,2.0
LC_Type1_2018001_aid1381,aid1381,2018-01-01,,3.0,,,3.0,,,,,,,,,
LC_Type1_2018001_aid1382,aid1382,2018-01-01,,,,,3.0,,,,,1.0,,,,
LC_Type1_2018001_aid1383,aid1383,2018-01-01,,6.0,,,7.0,,1.0,4.0,,,,,,3.0
LC_Type1_2018001_aid1384,aid1384,2018-01-01,,11.0,,,16.0,,5.0,3.0,,,,,,9.0
LC_Type1_2018001_aid1385,aid1385,2018-01-01,,9.0,,,4.0,,,2.0,,1.0,,,,2.0
LC_Type1_2018001_aid1386,aid1386,2018-01-01,1.0,1.0,,,1.0,,,12.0,,,,,,10.0
LC_Type1_2018001_aid1387,aid1387,2018-01-01,,10.0,,,1.0,,,6.0,,,,,,4.0
LC_Type1_2018001_aid1388,aid1388,2018-01-01,,11.0,,,2.0,,,8.0,,,,,,1.0
LC_Type1_2018001_aid1389,aid1389,2018-01-01,,10.0,,,15.0,,6.0,,,,,,,
LC_Type1_2018001_aid1390,aid1390,2018-01-01,,4.0,,,8.0,,7.0,6.0,,,,,,5.0
LC_Type1_2018001_aid1391,aid1391,2018-01-01,,16.0,,,1.0,,,9.0,,,,,,2.0
LC_Type1_2018001_aid1392,aid1392,2018-01-01,,,,,,,,6.0,,,,,,7.0
LC_Type1_2018001_aid1393,aid1393,2018-01-01,,13.0,,,,,,6.0,,,,,,7.0
LC_Type1_2018001_aid1394,aid1394,2018-01-01,,25.0,,,19.0,,,,,,,,,1.0
LC_Type1_2018001_aid1395,aid1395,2018-01-01,,15.0,,,12.0,,3.0,,,,,,,
LC_Type1_2018001_aid1396,aid1396,2018-01-01,,8.0,,,5.0,,,1.0,,,,,,1.0
LC_Type1_2018001_aid1397,aid1397,2018-01-01,,6.0,,,10.0,,,9.0,,,,,,5.0
LC_Type1_2018001_aid1398,aid1398,2018-01-01,,8.0,,,26.0,,4.0,11.0,,,,,,4.0
LC_Type1_2018001_aid1399,aid1399,2018-01-01,,11.0,,,16.0,,,1.0,,,,,,1.0
LC_Type1_2018001_aid1400,aid1400,2018-01-01,,14.0,,,15.0,,2.0,,,,,,,
LC_Type1_2018001_aid1401,aid1401,2018-01-01,,6.0,,,23.0,,16.0,2.0,,,,,,1.0
LC_Type1_2018001_aid1402,aid1402,2018-01-01,,3.0,,,39.0,,7.0,1.0,,,,,,2.0
LC_Type1_2018001_aid1403,aid1403,2018-01-01,,13.0,,,21.0,,6.0,1.0,,,,,,2.0
LC_Type1_2018001_aid1404,aid1404,2018-01-01,,9.0,,,20.0,,7.0,2.0,,,,,,
LC_Type1_2018001_aid1405,aid1405,2018-01-01,,15.0,,,7.0,1.0,2.0,5.0,,,,,,2.0
LC_Type1_2018001_aid1406,aid1406,2018-01-01,,7.0,,,10.0,,1.0,5.0,,,,,,1.0
LC_Type1_2018001_aid1407,aid1407,2018-01-01,,10.0,,,20.0,,8.0,1.0,,,,,,1.0
LC_Type1_2018001_aid1408,aid1408,2018-01-01,,13.0,,,21.0,,1.0,5.0,,,,,,4.0
LC_Type1_2018001_aid1409,aid1409,2018-01-01,1.0,23.0,,1.0,6.0,,,4.0,,,,,,5.0
LC_Type1_2018001_aid1410,aid1410,2018-01-01,,6.0,,,61.0,,4.0,3.0,,,,,,
LC_Type1_2018001_aid1411,aid1411,2018-01-01,,14.0,,,44.0,,3.0,1.0,,,,,,
LC_Type1_2018001_aid1412,aid1412,2018-01-01,,15.0,,,27.0,,,,,,,,,1.0
LC_Type1_2018001_aid1413,aid1413,2018-01-01,,17.0,,,4.0,,,6.0,,,,,,7.0
LC_Type1_2018001_aid1414,aid1414,2018-01-01,,1.0,,,4.0,,4.0,,,,,,,1.0
LC_Type1_2018001_aid1415,aid1415,2018-01-01,,14.0,,,13.0,,,2.0,,,,,,1.0
LC_Type1_2018001_aid1416,aid1416,2018-01-01,,1.0,,,55.0,1.0,4.0,5.0,,,,,,10.0
LC_Type1_2018001_aid1417,aid1417,2018-01-01,,1.0,,,37.0,,3.0,1.0,,,,,,2.0
LC_Type1_2018001_aid1418,aid1418,2018-01-01,,,,,7.0,,14.0,,,,,,,
LC_Type1_2018001_aid1419,aid1419,2018-01-01,,4.0,,,18.0,,2.0,,,,,,,
LC_Type1_2018001_aid1420,aid1420,2018-01-01,,3.0,,,41.0,,3.0,,,,,,,1.0
LC_Type1_2018001_aid1421,aid1421,2018-01-01,,,,,11.0,,9.0,4.0,,,,,,4.0
LC_Type1_2018001_aid1422,aid1422,2018-01-01,,70.0,,,82.0,,,,,,,,,
LC_Type1_2018001_aid1423,aid1423,2018-01-01,,20.0,,,69.0,,8.0,,,,,,,
LC_Type1_2018001_aid1424,aid1424,2018-01-01,,2.0,,,28.0,,24.0,4.0,,,,,,3.0
LC_Type1_2018001_aid1425,aid1425,2018-01-01,,,,,17.0,,13.0,,,,,,,
LC_Type1_2018001_aid1426,aid1426,2018-01-01,,2.0,,,6.0,,6.0,1.0,,,,,,3.0
LC_Type1_2018001_aid1427,aid1427,2018-01-01,,,,,14.0,,18.0,3.0,,,,,,3.0
LC_Type1_2018001_aid1428,aid1428,2018-01-01,,3.0,,,53.0,,18.0,,,,,,,
LC_Type1_2018001_aid1429,aid1429,2018-01-01,,72.0,3.0,,2.0,,,2.0,,,,,,7.0
LC_Type1_2018001_aid1430,aid1430,2018-01-01,,17.0,,,5.0,,,8.0,,,,,,12.0
LC_Type1_2018001_aid1431,aid1431,2018-01-01,,20.0,,,,,,,,,,,,1.0
LC_Type1_2018001_aid1432,aid1432,2018-01-01,,133.0,,,,,,5.0,,,,,,2.0
LC_Type1_2018001_aid1433,aid1433,2018-01-01,,214.0,,,23.0,3.0,9.0,6.0,,,,,,3.0
LC_Type1_2018001_aid1434,aid1434,2018-01-01,,78.0,,2.0,4.0,,,4.0,,,,,,5.0
LC_Type1_2018001_aid1435,aid1435,2018-01-01,,70.0,1.0,,,,2.0,3.0,,,,,,3.0
LC_Type1_2018001_aid1436,aid1436,2018-01-01,,76.0,,,1.0,,,6.0,,,,,,3.0
LC_Type1_2018001_aid1437,aid1437,2018-01-01,,32.0,,,3.0,,,1.0,,2.0,,,,3.0
LC_Type1_2018001_aid1438,aid1438,2018-01-01,,28.0,,,6.0,,4.0,,,,,,,2.0
LC_Type1_2018001_aid1439,aid1439,2018-01-01,,5.0,,,2.0,,1.0,,,1.0,,,,
LC_Type1_2018001_aid1440,aid1440,2018-01-01,,278.0,1.0,,26.0,4.0,25.0,5.0,,,,,,15.0
LC_Type1_2018001_aid1441,aid1441,2018-01-01,,,,,26.0,,2.0,6.0,,,,,,6.0
LC_Type1_2018001_aid1442,aid1442,2018-01-01,,,,,26.0,,,,,,,,,
LC_Type1_2018001_aid1443,aid1443,2018-01-01,,,,,32.0,,,3.0,,,,,,9.0
LC_Type1_2018001_aid1444,aid1444,2018-01-01,,11.0,,,21.0,,,4.0,,,,,,3.0
LC_Type1_2018001_aid1445,aid1445,2018-01-01,,1.0,,,35.0,,4.0,6.0,,,,,,6.0
LC_Type1_2018001_aid1446,aid1446,2018-01-01,,,,,18.0,3.0,6.0,15.0,,,,,,5.0
LC_Type1_2018001_aid1447,aid1447,2018-01-01,,,,,25.0,,1.0,4.0,,,,,,6.0
LC_Type1_2018001_aid1448,aid1448,2018-01-01,,,,,45.0,1.0,15.0,6.0,,,,,,1.0
LC_Type1_2018001_aid1449,aid1449,2018-01-01,,,,,4.0,,5.0,2.0,,,,,,
LC_Type1_2018001_aid1450,aid1450,2018-01-01,,,,,10.0,,2.0,13.0,,,,,,2.0
LC_Type1_2018001_aid1451,aid1451,2018-01-01,1.0,3.0,,,5.0,,1.0,20.0,,,,,,8.0
LC_Type1_2018001_aid1452,aid1452,2018-01-01,,,,,42.0,,22.0,13.0,,,,,,10.0
LC_Type1_2018001_aid1453,aid1453,2018-01-01,,3.0,,,51.0,,6.0,4.0,,,,,,6.0
LC_Type1_2018001_aid1454,aid1454,2018-01-01,,,,,29.0,,12.0,1.0,,,,,,
LC_Type1_2018001_aid1455,aid1455,2018-01-01,,,,,19.0,2.0,6.0,4.0,,,,,,5.0
LC_Type1_2018001_aid1456,aid1456,2018-01-01,,,,,12.0,1.0,1.0,23.0,,,,,,4.0
LC_Type1_2018001_aid1457,aid1457,2018-01-01,,6.0,,,21.0,,11.0,1.0,,,,,,1.0
LC_Type1_2018001_aid1458,aid1458,2018-01-01,,1.0,,,14.0,,23.0,2.0,,,,,,1.0
LC_Type1_2018001_aid1459,aid1459,2018-01-01,1.0,5.0,,,55.0,,25.0,3.0,,,,,,3.0
LC_Type1_2018001_aid1460,aid1460,2018-01-01,,7.0,,,16.0,,11.0,,,,,,,
